"filename", "language", "Properties", "Markdown", "JSON", "Python", "JavaScript", "pip requirements", "MS SQL", "JSON with Comments", "vue", "HTML", "JavaScript JSX", "comment", "blank", "total"
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/router/index.js", "JavaScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 6, 5, 66
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/services/api.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/services/userService.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/store/index.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuCore.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 3, 27, 134
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuFin.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 29, 239
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuMenu.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 12, 243
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuPatientInfo.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 407, 0, 0, 13, 37, 457
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuStart.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 410, 0, 0, 9, 35, 454
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/AmbuStat.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 4, 14, 95
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/Chat.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 26, 205
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/HelloWorld.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 1, 3, 59
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/HomePage.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 5, 35
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/UserManagement.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 3, 75
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/views/test.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 4, 21, 197
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/vue.config.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 34
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/huggingface.ipynb", "JSON", 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 196
"Total", "-", 9, 225, 15998, 2740, 144, 86, 2572, 22, 5985, 16, 520, 820, 1710, 30847
